"id";"fr";"en";"EN";"d";"D";"i";"I";"e";"E"
"txt_0216";"Sélectionnez le gabarit à modifier";"Select the template to be modified";"";"Choisissez le modèle de présentation que vous voulez personnaliser

Ne vous inquiétez pas, c'est comme choisir un modèle de présentation dans un catalogue. Regardez les différents modèles disponibles et cliquez simplement sur celui que vous souhaitez modifier pour vos photos de patients.";"";"[X]";"";"Sélectionnez le gabarit à modifier dans la liste déroulante ou via Ctrl+T pour accès rapide. Les gabarits personnalisés (.ktv) peuvent être importés par glisser-déposer ou modifiés directement via l'éditeur XML intégré pour ajustements de métadonnées et paramètres d'affichage avancés.";""
"txt_0217";"Cliquez sur<strong>« Modifier le gabarit sélectionné »</strong>";"Click on<strong>""Modify the selected template""</strong>.";"";"Cliquez sur le bouton **« Modifier le gabarit sélectionné »**. Ne vous inquiétez pas, un gabarit est comme un modèle ou un patron que vous pouvez personnaliser selon vos besoins. C'est très simple : trouvez ce bouton à l'écran et cliquez dessus avec votre souris.";"";"[X]";"";"[X]";""
"txt_0218";"Cliquez sur<strong>« Charger une image »</strong>";"Click on<strong>""Upload an image""</strong>.";"";"Cliquez sur le bouton **« Charger une image »** pour ajouter une photo de votre patient. C'est comme ouvrir un album photo pour y glisser une nouvelle image. Ne vous inquiétez pas, c'est très simple : un clic suffit pour commencer !";"";"[X]";"";"Utilisez **« Charger une image »** pour importer des fichiers JPEG, PNG, TIFF ou DICOM. Formats RAW supportés selon configuration. Import par lot disponible via glisser-déposer ou script d'automatisation. Paramètres de compression et métadonnées EXIF préservés selon profil défini.";""
"txt_0219";"Sélectionnez la nouvelle image";"Select the new image";"";"[=]";"";"[X]";"";"[X]";""
"txt_0220";"<strong>1 Vue</strong>: une seule photo en grand";"<strong>1 View</strong>: a single large photo";"";"**1 Vue** : Affichage d'une seule photo en grand format sur votre écran, comme quand vous regardez une photo de près pour bien voir tous les détails";"";"[X]";"";"[X]";""
"txt_0221";"<strong>2 Vues</strong>: deux photos côte à côte pour comparaison";"<strong>2 Views</strong>: two photos side by side for comparison";"";"[=]";"";"**2 Vues** : Affichage comparatif de deux photos côte à côte

• **Usage optimal** : Idéal pour comparer avant/après, gauche/droite, ou différentes prises de vue du même angle
• **Raccourci** : Double-clic sur une photo en vue unique pour basculer automatiquement en mode 2 vues
• **Astuce d'efficacité** : Utilisez la molette de la souris pour synchroniser le zoom des deux images simultanément
• **Cas particulier** : Si les photos ont des résolutions différentes, l'ajustement automatique peut créer des distorsions - privilégiez alors l'ajustement manuel";"";"**2 Vues**: affichage comparatif synchronisé avec support multi-formats (DICOM, JPEG, TIFF), zoom unifié, annotations croisées et export batch configurable via templates XML personnalisés";""
"txt_0222";"<strong>4 Vues</strong>: quatre photos pour vue d'ensemble";"<strong>4 Views</strong>: four photos for an overview";"";"**4 Vues** : prenez quatre photos différentes pour avoir une vue complète du sourire de votre patient. C'est comme faire le tour d'un objet pour le voir sous tous les angles - cela vous donne une image d'ensemble pour mieux suivre le traitement.";"";"**4 Vues** : Kit standard pour documentation complète du cas

• **Composition optimale** : frontale repos, frontale sourire, profil droit, vue intra-orale
• **Raccourci** : Utilisez le template ""4 vues orthodontie"" pour un positionnement automatique
• **Cas particuliers** : Pour les asymétries, ajoutez systématiquement le profil gauche
• **Conseil d'efficacité** : Capturez toujours dans cet ordre pour maintenir la coopération du patient";"";"**4 Vues**: capture standardisée en série (résolution 2048x1536+ recommandée) pour documentation orthodontique complète - configuration batch disponible via templates prédéfinis, export automatisé DICOM/JPEG selon protocoles cliniques";""
"txt_0223";"<strong>Gabarits</strong>: affichage selon les templates";"<strong>Gabarits</strong>: display according to templates";"";"**Modèles d'affichage** : présenter vos photos selon différents formats prédéfinis

Cette fonction vous permet de choisir comment organiser vos photos à l'écran, un peu comme choisir différents formats d'album photo. Ne vous inquiétez pas, c'est très simple : le logiciel vous propose plusieurs ""modèles"" (ou gabarits) déjà préparés pour afficher vos clichés de patients de façon claire et professionnelle.";"";"**Gabarits : Optimisation de l'affichage par templates**

• **Sélection rapide** : Utilisez les raccourcis clavier pour basculer entre vos gabarits favoris
• **Personnalisation avancée** : Créez des templates spécifiques par type de traitement (extraction, expansion, alignement)
• **Cas particuliers** : Les gabarits peuvent ne pas s'adapter automatiquement aux photos panoramiques - ajustement manuel requis
• **Astuce d'efficacité** : Définissez un gabarit par défaut pour chaque type de patient pour accélérer votre workflow
• **Exception importante** : Les modifications de gabarit ne s'appliquent qu'à la vue courante, pas aux exports automatiques";"";"**Gabarits**: Rendu conditionnel basé sur les templates XML/JSON. Configuration via `/config/templates/` avec support des variables dynamiques `{patient.id}`, `{view.type}`. Optimisation: mise en cache des templates compilés, préprocesseur pour les règles d'affichage complexes.";""
"txt_0224";"<strong>Portfolio</strong>: vue en galerie";"<strong>Portfolio</strong>: gallery view";"";"**Portfolio** : voir vos photos comme dans un album photo

Le portfolio vous permet de voir toutes vos photos disposées côte à côte, comme si vous feuilletiez un album photo traditionnel. C'est parfait pour avoir une vue d'ensemble de vos images et les parcourir facilement.";"";"[X]";"";"**Portfolio**: Vue galerie avec options d'affichage configurables (grille variable, métadonnées EXIF, tri par date/type DICOM), export batch multi-formats, intégration API pour synchronisation externe et scripts d'automatisation de classification par tags orthodontiques.";""
"txt_0225";"Positionnez-vous dans l'onglet<strong>« 1 Vue »</strong>,<strong>« 2 Vues »</strong>ou<strong>« 4 Vues »</strong>";"Position yourself in the<strong>""1 View""</strong>,<strong>""2 Views""</strong>or<strong>""4 Views""</strong> tab.";"";"Choisissez comment vous voulez voir vos photos en cliquant sur l'un des onglets en haut de votre écran :
- **« 1 Vue »** : pour voir une seule photo à la fois (comme regarder une photo dans vos mains)
- **« 2 Vues »** : pour comparer deux photos côte à côte 
- **« 4 Vues »** : pour voir quatre photos en même temps sur votre écran

C'est comme choisir combien de photos vous voulez étaler sur votre bureau pour les examiner !";"";"[X]";"";"Sélectionnez l'onglet de visualisation **""1 Vue""**, **""2 Vues""** ou **""4 Vues""** selon votre workflow de comparaison. Configuration multi-écrans supportée avec synchronisation automatique des vues. Raccourcis clavier : F1/F2/F4 pour basculement rapide entre modes d'affichage.";""
"txt_0226";"Cliquez sur la photo souhaitée ou faites un glisser-déposer";"Click or drag and drop the photo you want";"";"[=]";"";"[X]";"";"Sélection par clic direct ou drag-and-drop (formats supportés : JPEG, PNG, TIFF, RAW). Sélection multiple via Ctrl+clic ou glissement de zone. Automatisation possible via API batch pour import programmatique depuis PACS ou dossiers surveillés.";""
"txt_0227";"En mode 4 vues, cliquez sur l'icône<strong>« Réorganiser les fenêtres sœurs »</strong>en haut à droite";"In 4 views mode, click on the ""Reorder sister windows"" icon at the top right.";"";"En mode 4 vues (quand vous voyez 4 photos à l'écran en même temps), vous pouvez réorganiser l'ordre de ces photos très facilement. Ne vous inquiétez pas, c'est simple : cherchez l'icône **« Réorganiser les fenêtres sœurs »** tout en haut à droite de votre écran et cliquez dessus. Cette fonction vous permet de changer l'ordre des 4 photos affichées, comme si vous réorganisiez des photos sur votre bureau.";"";"En mode 4 vues, optimisez votre organisation d'écran :

• **Réorganisation rapide** : Cliquez sur l'icône ""Réorganiser les fenêtres sœurs"" (coin supérieur droit)
• **Cas particuliers** : Cette fonction s'active uniquement quand plusieurs fenêtres du même patient sont ouvertes
• **Astuce d'efficacité** : Utilisez cette réorganisation après avoir ouvert de nouvelles vues pour maintenir une disposition logique chronologique";"";"En mode 4 vues, utilisez l'icône **« Réorganiser les fenêtres sœurs »** (angle supérieur droit) pour redistribution automatique des viewports. Raccourci clavier : Ctrl+Shift+R. Configuration des layouts disponible via kitview.config sous [WindowManagement].";""
"txt_0228";"Pour ajuster manuellement : positionnez-vous sur la ligne de séparation (une double flèche apparaît)";"To adjust manually: position yourself on the dividing line (a double arrow appears)";"";"Pour ajuster manuellement la taille : placez votre souris sur la ligne qui sépare les deux zones (comme une cloison entre deux pièces). Vous verrez apparaître une petite flèche à double sens ↔. C'est le signal que vous pouvez maintenant faire glisser cette ligne pour agrandir ou rétrécir chaque partie selon vos besoins. Ne vous inquiétez pas, c'est très simple !";"";"Pour ajuster manuellement : positionnez-vous sur la ligne de séparation (une double flèche apparaît). 

**Points clés :**
• **Raccourci** : Double-clic sur la ligne pour un ajustement automatique optimal
• **Précision** : Maintenez Ctrl pendant le glissement pour un ajustement plus fin
• **Cas particulier** : Si la double flèche ne s'affiche pas, vérifiez que la fenêtre n'est pas en mode plein écran
• **Efficacité** : L'ajustement est sauvegardé automatiquement dans vos préférences d'affichage";"";"Pour ajuster manuellement : positionnez le curseur sur la ligne de séparation (curseur de redimensionnement bidirectionnel). Glissement avec contraintes pixel par pixel via Maj+glissement, accrochage aux guides via Ctrl+glissement. Coordonnées disponibles dans la barre de statut pour positionnement précis.";""
"txt_0229";"Maintenez le clic gauche et ajustez";"Hold down the left click and adjust";"";"Gardez le bouton gauche de votre souris enfoncé (ne le relâchez pas) et bougez votre souris pour ajuster l'élément à la position souhaitée. C'est comme si vous déplaciez un objet sur votre bureau en le faisant glisser avec votre doigt.";"";"[X]";"";"Maintenez le clic gauche pour ajuster en temps réel avec retour visuel immédiat. Utilisez Shift+glisser pour contraindre les proportions, Ctrl+glisser pour ajustement fin (incréments de 0.1px). Configuration des seuils de sensibilité dans config.xml (MouseSensitivity parameter).";""
"txt_0230";"Faites un clic droit dans l'espace du viewer";"Right-click in the viewer area";"";"Placez votre curseur (la petite flèche) dans la zone d'affichage des photos, puis cliquez sur le bouton droit de votre souris. C'est comme ouvrir un menu contextuel - une petite liste d'options va apparaître pour vous aider.";"";"[X]";"";"Clic droit dans l'espace du viewer pour accéder au menu contextuel (actions rapides, propriétés d'affichage, export batch, scripts personnalisés)";""
"txt_0231";"Cliquez sur<strong>« Personnaliser les menus »</strong>";"Click on<strong>""Customise menus""</strong>.";"";"Cliquez sur le bouton **« Personnaliser les menus »**. Ne vous inquiétez pas, c'est comme réorganiser les raccourcis sur votre bureau d'ordinateur - vous allez pouvoir choisir quels outils apparaissent dans vos menus pour les avoir plus facilement à portée de main.";"";"[X]";"";"[X]";""
"txt_0232";"Sélectionnez les barres d'outils souhaitées";"Select the toolbars you require";"";"Choisissez quelles barres d'outils afficher à l'écran

Les barres d'outils sont comme une boîte à outils : elles contiennent les boutons pour les actions que vous utilisez le plus souvent (comme ""ouvrir une photo"", ""zoomer"", etc.). 

Pour personnaliser votre espace de travail :
1. Regardez la liste des barres d'outils disponibles
2. Cochez simplement les cases à côté de celles que vous souhaitez voir apparaître
3. Décochez celles dont vous n'avez pas besoin

Ne vous inquiétez pas, vous pourrez toujours revenir modifier ce choix plus tard selon vos préférences !";"";"[X]";"";"[X]";""
"txt_0233";"Pour appliquer à tous les viewers : clic droit →<strong>« Appliquer ce menu aux autres viewers »</strong>";"To apply to all viewers: right-click →<strong>""Apply this menu to other viewers""</strong>.";"";"Pour appliquer les mêmes réglages à toutes vos visionneuses de photos (ne vous inquiétez pas, c'est très simple) : faites un clic droit avec votre souris sur la zone d'affichage, puis cliquez sur **« Appliquer ce menu aux autres viewers »**. C'est comme si vous disiez au logiciel ""utilise les mêmes paramètres partout"" - très pratique pour gagner du temps !";"";"**Application rapide aux viewers multiples :**
• Clic droit → **""Appliquer ce menu aux autres viewers""** pour synchroniser instantanément vos paramètres
• **Raccourci :** Cette fonction est particulièrement utile lors de comparaisons multi-temporelles
• **Cas particulier :** Les viewers verrouillés conservent leurs paramètres spécifiques
• **Conseil d'efficacité :** Configurez d'abord le viewer principal avec tous vos réglages optimaux avant d'appliquer aux autres";"";"Pour propager la configuration de menu à l'ensemble des viewers : clic droit → **« Appliquer ce menu aux autres viewers »**. Cette action modifie les paramètres des instances viewer actives et met à jour le profil utilisateur par défaut. Pour une application systématique, configurez le template de viewer dans les préférences globales ou via le fichier de configuration XML du workspace.";""
"txt_0234";"Sélectionnez<strong>« Affichage »</strong>→<strong>« Divers »</strong>";"Select<strong>""Display""</strong>→<strong>""Miscellaneous""</strong>";"";"Pour accéder aux options d'affichage, ne vous inquiétez pas, c'est très simple ! Cliquez d'abord sur le menu **« Affichage »** en haut de votre écran (comme si vous ouvriez un tiroir de votre bureau). Ensuite, dans la liste qui s'ouvre, cherchez et cliquez sur **« Divers »**. C'est là que se trouvent les réglages supplémentaires pour personnaliser votre interface selon vos préférences.";"";"[X]";"";"Sélectionnez **« Affichage »** → **« Divers »** (raccourci Ctrl+D) pour accéder aux options d'affichage avancées : grilles de superposition, métadonnées EXIF/DICOM, annotations par calques, et paramètres de rendu couleur (sRGB/Adobe RGB).";""
"txt_0235";"Double-cliquez sur<strong>« Viewers »</strong>";"Double-click on<strong>""Viewers""</strong>.";"";"Double-cliquez sur **« Viewers »** (cela signifie appuyer deux fois rapidement sur le bouton gauche de votre souris). Ne vous inquiétez pas, c'est comme ouvrir un dossier sur votre bureau d'ordinateur - deux petits clics rapides et c'est fait !";"";"[X]";"";"Double-cliquez sur **« Viewers »** pour accéder aux paramètres avancés de visualisation (codecs DICOM, profiles colorimétriques, options de rendu GPU)";""
"txt_0236";"Modifiez la taille, la couleur et les informations affichées";"Change the size, colour and information displayed";"";"Vous pouvez personnaliser l'apparence de vos photos comme vous le souhaitez. C'est très simple ! Vous pouvez :
- Changer la taille (plus grande ou plus petite, comme quand vous redimensionnez une photo sur votre téléphone)
- Modifier la couleur (par exemple, rendre l'image plus claire ou plus foncée)
- Choisir quelles informations montrer avec la photo (le nom du patient, la date, etc.)

Ne vous inquiétez pas, ces modifications ne changent pas votre photo originale - c'est juste pour mieux l'afficher à l'écran selon vos préférences.";"";"[X]";"";"[X]";""
"txt_0237";"Utilisez le<strong>« ? »</strong>pour voir les codes disponibles (%c = date, %n = nom, etc.)";"Use the<strong>""?""</strong> to see the codes available (%c = date, %n = name, etc.).";"";"Cliquez sur le point d'interrogation <strong>« ? »</strong> pour découvrir tous les codes que vous pouvez utiliser. Ne vous inquiétez pas, c'est très simple : ces petits codes sont comme des raccourcis magiques. Par exemple, si vous tapez %c, cela sera automatiquement remplacé par la date, et %n sera remplacé par le nom du patient. C'est comme utiliser des codes secrets qui se transforment tout seuls en vraies informations !";"";"**Codes de variables dynamiques**

• Cliquez sur **« ? »** pour afficher la liste complète des codes disponibles
• Codes essentiels : %c (date), %n (nom patient), %d (date de naissance), %i (ID patient)
• **Astuce** : Combinez plusieurs codes pour créer des noms de fichiers structurés (ex: %n_%c pour ""Dupont_20240115"")
• **Attention** : Les codes sont sensibles à la casse et doivent être saisis exactement
• Utilisez ces variables dans les modèles de nommage pour automatiser l'organisation de vos photos";"";"Cliquez sur **« ? »** pour afficher la liste complète des variables de template (%c = timestamp, %n = nom patient, %d = ID dossier, %s = série, etc.). Ces codes supportent les modificateurs de format (ex: %c{yyyy-MM-dd}, %n{uppercase}) et peuvent être combinés avec des conditionnels pour l'automatisation des règles de nommage par lot.";""
"txt_0238";"Cliquez sur<strong>« Paramètres »</strong>→<strong>« Administration »</strong>→<strong>« Général »</strong>";"Click on<strong>""Settings""</strong>→<strong>""Administration""</strong>→<strong>""General""</strong>";"";"Pour accéder aux réglages principaux du logiciel, suivez ce chemin simple étape par étape :

1. Cliquez d'abord sur **« Paramètres »** (c'est comme ouvrir la boîte à outils du logiciel)
2. Puis cliquez sur **« Administration »** (la section pour gérer votre cabinet)
3. Enfin cliquez sur **« Général »** (les réglages de base)

Ne vous inquiétez pas, c'est comme naviguer dans les menus d'un téléphone - il suffit de suivre le chemin indiqué !";"";"**Accès rapide aux paramètres généraux :**
• Navigation : **Paramètres** → **Administration** → **Général**
• **Raccourci clavier** : Alt+P puis A puis G
• **Astuce** : Épinglez cette section si vous y accédez fréquemment pour les configurations de cabinet

**Points clés à retenir :**
• Les modifications dans cette section affectent tous les utilisateurs du cabinet
• Sauvegarde automatique après validation des changements
• Certains paramètres nécessitent un redémarrage du logiciel pour être pris en compte";"";"Accédez à **Paramètres** → **Administration** → **Général** pour configurer les paramètres système globaux (format d'export par défaut, résolution d'images, compression JPEG, chemins de sauvegarde automatique, intégration DICOM, et options de synchronisation base de données).";""
"txt_0239";"Cochez<strong>« Mode Expert »</strong>";"Tick<strong>""Expert Mode""</strong>.";"";"Activez le ""Mode Expert"" en cochant la case correspondante. Ne vous inquiétez pas, cette option vous donne simplement accès à plus de fonctionnalités avancées, comme si vous passiez d'un appareil photo automatique à un mode manuel avec plus de réglages possibles.";"";"[X]";"";"Activez le ""Mode Expert"" pour accéder aux paramètres avancés : gestion des métadonnées EXIF/DICOM, configuration des profils colorimétriques, automatisation par scripts, et options de traitement batch. Ce mode expose l'API complète et les fichiers de configuration système.";""
"txt_0240";"Cliquez sur<strong>« Bureaux »</strong>→<strong>« Réorganiser le bureau »</strong>";"Click on<strong>""Desktops""</strong>→<strong>""Reorganize desktop""</strong>";"";"Pour réorganiser votre bureau (c'est comme remettre de l'ordre sur votre bureau physique), suivez ces étapes simples :

1. Cliquez d'abord sur le bouton **« Bureaux »** en haut de votre écran
2. Puis cliquez sur **« Réorganiser le bureau »**

Ne vous inquiétez pas, cette fonction vous permet simplement de ranger et organiser vos éléments comme vous le feriez avec des dossiers sur un vrai bureau.";"";"**Réorganisation du bureau**

• Accès : **Bureaux** → **Réorganiser le bureau**
• **Raccourci** : Clic droit sur l'espace vide du bureau pour accès direct
• **Conseil d'efficacité** : Regroupez les patients par phase de traitement ou par praticien pour optimiser votre flux de travail
• **Cas particulier** : La réorganisation n'affecte pas les dossiers archivés ou en cours de synchronisation";"";"Accédez à **Bureaux** → **Réorganiser le bureau** pour modifier l'agencement des éléments d'interface. Cette fonction permet de personnaliser la disposition des panels, barres d'outils et fenêtres flottantes. Les configurations sont sauvegardées dans le fichier user.config et peuvent être exportées/importées entre postes via les profils utilisateur.";""
"txt_0241";"Des icônes apparaissent sur l'interface";"Icons appear on the interface";"";"[=]";"";"[X]";"";"[X]";""
"txt_0242";"Dans l'onglet<strong>« Viewer »</strong>, cliquez sur<strong>« Ajouter un viewer »</strong>";"In the ""Viewer"" tab, click on ""Add a viewer"".";"";"Dans l'onglet **« Viewer »** (c'est comme l'écran de visualisation de vos photos), cliquez sur le bouton **« Ajouter un viewer »**. Ne vous inquiétez pas, c'est très simple : cherchez ce bouton sur votre écran et cliquez dessus avec votre souris, comme vous le feriez pour ouvrir un album photo.";"";"**Ajout rapide d'un viewer :**
• Onglet « Viewer » → « Ajouter un viewer »
• **Raccourci** : Double-clic dans la zone vide pour créer directement un nouveau viewer
• **Astuce** : Configurez d'abord vos viewers types les plus fréquents pour gagner du temps lors des consultations
• **Cas particulier** : Si le bouton est grisé, vérifiez qu'un dossier patient est bien sélectionné";"";"Onglet **Viewer** > **Ajouter un viewer** - Configurez les paramètres d'affichage (résolution, profil colorimétrique DICOM), définissez les raccourcis clavier personnalisés et les overlays de mesure par défaut.";""
"txt_0243";"Une fenêtre viewer s'ouvre : déplacez-la à l'emplacement souhaité en utilisant les flèches directionnelles";"A viewer window opens: move it to the required position using the arrow keys";"";"Une nouvelle fenêtre s'ouvre pour voir votre photo (comme quand vous ouvrez une image sur votre ordinateur). Ne vous inquiétez pas, c'est simple de la déplacer ! Regardez sur votre clavier : vous verrez 4 flèches (←↑↓→). Appuyez sur ces flèches pour faire bouger la fenêtre exactement où vous voulez la placer sur votre écran, comme si vous poussiez délicatement un cadre photo sur votre bureau.";"";"Une fenêtre viewer s'ouvre automatiquement. Points clés pour optimiser votre workflow :
• **Positionnement rapide** : Utilisez les flèches directionnelles pour déplacer la fenêtre à l'emplacement optimal
• **Astuce d'efficacité** : Positionnez le viewer sur un second écran si disponible pour garder l'interface principale accessible
• **Raccourci** : Double-clic sur la barre de titre pour ancrer la fenêtre à sa position par défaut
• **Cas particulier** : Si la fenêtre s'ouvre hors écran, appuyez sur Alt+Espace puis M pour activer le mode déplacement au clavier";"";"Fenêtre viewer : repositionnement par flèches directionnelles ou drag&drop. Configuration persistante via settings.xml. Positionnement programmable avec coordonnées X,Y dans les préférences utilisateur ou via paramètres de lancement --window-pos=x,y.";""
"txt_0244";"Pour renommer l'onglet : clic droit →<strong>« Rename »</strong>";"To rename the tab: right-click →<strong>""Rename""</strong>.";"";"Pour changer le nom de votre onglet (comme renommer un dossier sur votre bureau), c'est très simple : faites un clic droit avec votre souris sur l'onglet que vous voulez renommer, puis cliquez sur **« Rename »** dans le petit menu qui apparaît. Ne vous inquiétez pas, vous pouvez toujours revenir en arrière si vous changez d'avis !";"";"**Renommer un onglet :**
• Clic droit sur l'onglet → **""Rename""**
• **Raccourci clavier :** F2 (après sélection de l'onglet)
• **Conseil :** Utilisez des noms courts mais descriptifs pour optimiser l'affichage
• **Note :** Le renommage n'affecte pas les liens existants vers les photos de cet onglet";"";"Pour renommer l'onglet : clic droit → **« Rename »**. Supporte les caractères Unicode et variables système {date}, {patient_id}, {study_type}. Renommage par lot via Ctrl+Shift+R ou script batch_rename.exe avec paramètres --pattern et --filter.";""
"txt_0245";"Faites un clic droit sur la photo à dupliquer";"Right-click on the photo to be duplicated";"";"[=]";"";"[X]";"";"Clic droit sur la photo source pour accéder au menu contextuel de duplication. Alternative : Ctrl+D ou via API batch_duplicate() pour traitement en masse. La duplication préserve les métadonnées EXIF et annotations vectorielles.";""
"txt_0246";"Cliquez sur<strong>« Edition »</strong>";"Click on<strong>""Edit""</strong>.";"";"[=]";"";"[X]";"";"[X]";""
"txt_0247";"Cliquez sur<strong>« Copier »</strong>";"Click on<strong>""Copy""</strong>.";"";"[=]";"";"[X]";"";"[X]";""
"txt_0248";"Cliquez sur<strong>« Coller »</strong>";"Click on<strong>""Paste""</strong>.";"";"[=]";"";"[X]";"";"[X]";""
"txt_0249";"Sélectionnez la photo";"Select photo";"";"[=]";"";"[X]";"";"[X]";""
"txt_0250";"Cliquez sur le menu<strong>« Edition »</strong>en haut";"Click on the menu<strong>""Edit""</strong>at the top";"";"Ne vous inquiétez pas, c'est très simple ! En haut de votre écran, vous verrez une barre avec plusieurs mots (comme dans un restaurant où vous avez le menu). Cherchez le mot **« Edition »** et cliquez dessus avec votre souris. C'est comme ouvrir un tiroir qui contient tous les outils pour modifier vos photos.";"";"[X]";"";"[X]";""
"txt_0251";"Cliquez sur<strong>« Copier »</strong>puis<strong>« Coller »</strong>";"Click on<strong>""Copy""</strong>then<strong>""Paste""</strong>.";"";"Ne vous inquiétez pas, c'est très simple ! Cliquez d'abord sur le bouton **« Copier »** (comme quand vous photocopiez un document). Ensuite, cliquez sur **« Coller »** (comme quand vous collez une photo dans un album). Ces deux étapes vous permettent de dupliquer facilement vos informations.";"";"[X]";"";"[X]";""
"txt_0252";"Positionnez-vous sur l'onglet<strong>« 1 Vue »</strong>";"Go to the ""1 View"" tab<strong> </strong>.";"";"Cliquez sur l'onglet **« 1 Vue »** en haut de votre écran. Un onglet, c'est comme un intercalaire dans un classeur - il vous permet de naviguer entre les différentes sections du logiciel. Ne vous inquiétez pas, c'est très simple : cherchez le texte ""1 Vue"" et cliquez dessus avec votre souris.";"";"[X]";"";"[X]";""
"txt_0253";"Sélectionnez la photo à modifier";"Select the photo to be edited";"";"[=]";"";"[X]";"";"[X]";""
"txt_0254";"Cliquez sur l'icône<strong>palette</strong>dans la barre d'outils du viewer";"Click on the<strong>palette</strong> icon in the viewer toolbar";"";"Regardez en haut de votre écran : vous verrez une rangée de petites icônes (comme des boutons). Cherchez l'icône qui ressemble à une **palette de peintre** et cliquez dessus avec votre souris. Cette palette vous permettra de choisir des couleurs pour annoter vos photos.";"";"Cliquez sur l'icône **palette** dans la barre d'outils du viewer (raccourci clavier : P) pour accéder rapidement aux outils de retouche et d'annotation des images orthodontiques.";"";"Activez l'outil de correction colorimétrique via l'icône **palette** (barre d'outils viewer) ou raccourci Ctrl+P. Accès direct aux profils ICC, ajustements gamma, balance des blancs et histogramme RGBA pour standardisation des clichés intra/extra-oraux.";""
"txt_0255";"Ajustez la luminosité et le contraste avec les curseurs";"Adjust brightness and contrast with the sliders";"";"[=]";"";"Optimisez vos images avec les curseurs de luminosité et contraste :

• **Luminosité** : Privilégiez des ajustements légers (+/-10-15%) pour éviter la surexposition des détails orthodontiques
• **Contraste** : Augmentez modérément pour faire ressortir les structures dentaires sans créer d'artefacts
• **Raccourci** : Maintenez Shift en glissant pour des ajustements plus fins
• **Cas particulier** : Pour les photos intra-orales sombres, corrigez d'abord la luminosité puis ajustez le contraste
• **Conseil** : Surveillez l'histogramme pour éviter l'écrêtage des blancs sur l'émail";"";"Ajustez luminosité (-100 à +100) et contraste (0.5x à 3.0x) via curseurs ou saisie directe des valeurs. Utilisez les raccourcis Ctrl+L/Ctrl+K pour ajustements rapides. Les modifications s'appliquent en temps réel avec prévisualisation histogram. Configuration auto-ajustement disponible dans config.xml (paramètres auto_brightness_threshold et contrast_enhancement_factor).";""
"txt_0256";"La photo de gauche montre le résultat, celle de droite l'original";"The photo on the left shows the result, the one on the right the original.";"";"[=]";"";"[X]";"";"[X]";""
"txt_0257";"Cliquez sur<strong>« OK »</strong>";"Click on<strong>""OK""</strong>.";"";"[=]";"";"[X]";"";"[X]";""
"txt_0258";"Faites un clic droit sur la photo modifiée";"Right-click on the edited photo";"";"[=]";"";"[X]";"";"[X]";""
"txt_0259";"Sélectionnez<strong>« Image »</strong>";"Select<strong>""Image""</strong>";"";"[=]";"";"[X]";"";"[X]";""
"txt_0260";"Cliquez sur<strong>« Revenir à l'original »</strong>";"Click on<strong>""Return to original""</strong>.";"";"[=]";"";"[X]";"";"[X]";""
"txt_0261";"Rafraîchissez si nécessaire";"Refresh if necessary";"";"Si les informations ne se mettent pas à jour automatiquement à l'écran, ne vous inquiétez pas ! Cliquez simplement sur le bouton de rafraîchissement (souvent représenté par une flèche qui forme un cercle) pour actualiser l'affichage. C'est comme quand vous rafraîchissez une page internet pour voir les dernières informations.";"";"[X]";"";"[X]";""
"txt_0262";"Faites un clic droit sur la photo";"Right-click on the photo";"";"[=]";"";"[X]";"";"[X]";""
"txt_0263";"Sélectionnez<strong>« Menu Explorateur »</strong>";"Select<strong>""Explorer Menu""</strong>.";"";"Ne vous inquiétez pas, c'est très simple ! Cherchez le bouton **« Menu Explorateur »** sur votre écran et cliquez dessus avec votre souris. Ce menu fonctionne comme l'explorateur de fichiers de votre ordinateur - il vous permet de naviguer dans vos dossiers de photos de patients, exactement comme vous le feriez pour consulter vos photos personnelles dans un album.";"";"[X]";"";"[X]";""
"txt_0264";"Cliquez sur<strong>« Ouvrir avec »</strong>→<strong>« Paint »</strong>";"Click on<strong>""Open with""</strong>→<strong>""Paint""</strong>.";"";"Cliquez sur le bouton **« Ouvrir avec »** (comme si vous choisissiez avec quel programme ouvrir une photo), puis sélectionnez **« Paint »** dans la liste qui apparaît. Paint est un logiciel simple de dessin qui vous permettra de modifier votre image facilement.";"";"[X]";"";"Cliquez sur **« Ouvrir avec »** → **« Paint »** ou utilisez directement un éditeur avancé (Photoshop, GIMP) pour préserver les métadonnées EXIF. Pour l'édition batch : configurez l'association par défaut dans les paramètres système ou utilisez les scripts PowerShell pour traitement automatisé des fichiers DICOM/JPEG.";""
"txt_0265";"Effectuez vos modifications";"Make your changes";"";"Faites les changements que vous souhaitez

Ne vous inquiétez pas, c'est très simple ! Vous pouvez maintenant modifier ce que vous voulez dans votre dossier patient. Pensez à cela comme si vous corrigiez des informations dans un carnet : vous pouvez changer un nom, une date, ajouter une note, ou mettre à jour une information. Prenez votre temps et modifiez tout ce qui vous semble nécessaire.";"";"[X]";"";"[X]";""
