type;fr;en;de;es;it;ja;pt;pl;ro;th;ar;cn;# glossaire.csv V1.1.0 - 07/01/2026 12:41:28
pt;infra-positions;infra-positions;infra-positionen;infra-posiciones;infraposizioni;インファーポジション;subposições;infra-pozycje;infra-poziții;ตำแหน่งที่ต่ำกว่า;المواضع الداخلية;副职位;
pt;interception orthodontique;orthodontic interception;orthodontisches Abfangen;interceptación ortodóncica;intercettazione ortodontica;歯列矯正インターセプト;interceção ortodôntica;przechwytywanie ortodontyczne;interceptare ortodontică;การแก้ไขทางทันตกรรมจัดฟัน;الاعتراض التقويمي;正畸截齿;
pt;interceptions orthodontiques;orthodontic interceptions;orthodontische Interzeptionen;intercepciones ortodóncicas;intercettazioni ortodontiche;歯列矯正のインターセプト;intercepções ortodônticas;przechwyty ortodontyczne;interceptări ortodontice;การแทรกแซงทางทันตกรรมจัดฟัน;الاعتراضات التقويمية;正畸拦截;
pt;intervention;intervention;Intervention;intervención;intervento;介入;intervenção;interwencja;intervenție;การแทรกแซง;التدخل;干预;
pt;interventionne;intervention;intervenne;intervención;intervento;介入;intervenção;interwencja;intervenție;ผู้แทรกแซง;التدخل;干预;
pt;interventionnes;interventions;interveniert;intervenciones;interventi;介入;intervenções;interwencje;intervenții;การแทรกแซง;التدخلات;干预措施;
pt;interventions;interventions;Interventionen;intervenciones;interventi;介入;intervenções;interwencje;intervenții;การแทรกแซง;التدخلات;干预措施;
pt;intrusion;intrusion;Eindringen;intrusión;intrusione;乱入;intrusão;wtargnięcie;intruziune;การบุกรุก;التطفل;入侵;
pt;intrusion dentaire;dental intrusion;Zahnintrusion;intrusión dental;intrusione dentale;歯牙侵入;intrusão dentária;włamanie stomatologiczne;intruziune dentară;การเคลื่อนฟันเข้าด้านใน;تطفل الأسنان;牙齿入侵;
pt;intrusionne;visit;aufdringlich;visite;visita;訪問;visita;wizyta;vizită;ผู้บุกรุก;قم بزيارة;游览;
pt;intrusionnes;intrusion;intrusionnes;intrusión;intrusione;乱入;intrusão;wtargnięcie;intruziune;ผู้บุกรุก;التطفل;入侵;
pt;intrusions;intrusions;Eindringlinge;intrusiones;intrusioni;乱入;intrusões;włamania;intruziuni;การบุกรุก;الاقتحامات;入侵;
pt;intrusions dentaires;dental intrusions;Zahnintrusionen;intrusiones dentales;intrusioni dentali;歯牙侵入;intrusões dentárias;włamania stomatologiczne;intruziuni dentare;การแทรกของฟัน;تداخلات الأسنان;牙科入侵;
pt;inversion de position;position inversion;Positionsumkehrung;inversión de posición;inversione di posizione;ポジション反転;inversão de posição;odwrócenie pozycji;inversarea poziției;การกลับคำ;انعكاس الموضع;位置倒置;
pt;inversions des positions;position reversals;Positionsumkehrungen;inversiones de posición;inversioni di posizione;ポジション逆転;inversões de posição;odwrócenie pozycji;inversarea poziției;การกลับทิศทาง;انعكاسات الموضع;位置颠倒;
pt;invisalign;invisalign;invisalign;invisalign;invisalign;インビザライン;invisalign;invisalign;invisalign;อินวิสไลน์;إنفيزالاين;隐适美;
pt;invisaligne;invisalign;invisaligne;invisalign;invisalign;インビザライン;invisalign;invisalign;invisalign;อินวิสไลน์;إنفيزالاين;隐适美;
pt;invisalignes;invisalignes;invisalignes;invisalignes;invisalignes;インビザライン;invisalignes;invisalignes;invisalignes;อินวิสไลน์;إنفيساليجنيس;隐形牙齿矫正;
pt;invisaligns;invisaligns;invisaligns;invisaligns;invisaligns;インライン矯正;invisaligns;invisaligns;alene invizibile;อินวิสไลน์;إنفيسالاينز;隐形牙齿矫正;
pt;ipr;rpi;ipr;ipr;ipr;購買力指数;ipr;ipr;ipr;ไอพีอาร์;ipr;ipr;
pt;ipre;ipre;ipre;ipre;ipre;アイピーアールイー;ipre;ipre;ipre;ไอเพร;ipre;ipre;
pt;ipres;ipres;ipres;ipres;ipres;知的財産権;ipres;ipres;ipres;ไอเพรส;إيبريس;ipres;
pt;iprs;iprs;iprs;iprs;iprs;知的財産権;iprs;iprs;iprs;ไอพีอาร์เอส;iprs;知识产权;
pt;irritation;irritation;Reizung;irritación;irritazione;苛立ち;irritação;podrażnienie;iritare;ความหงุดหงิด;التهيج;刺激;
pt;irritationne;irritation;irritationne;irritación;irritazione;苛立ち;irritação;podrażnienie;iritare;ทำให้หงุดหงิด;التهيج;刺激;
pt;irritationnes;irritation;Irritationen;irritación;irritazione;苛立ち;irritação;podrażnienie;iritare;การระคายเคือง;التهيج;刺激;
pt;irritations;irritations;Irritationen;irritaciones;irritazioni;癪;irritações;podrażnienia;iritații;การระคายเคือง;التهيج;炎症;
pt;jaw surgery;jaw surgery;Kieferchirurgie;cirugía mandibular;chirurgia della mascella;顎の手術;cirurgia do maxilar;chirurgia szczękowa;operația maxilarului;การผ่าตัดขากรรไกร;جراحة الفك;颚骨手术;
pt;langue basse;lower tongue;niedrige Sprache;lengua inferior;lingua inferiore;舌下;língua inferior;język dolny;limba inferioară;ลิ้นลง;اللسان السفلي;下舌;
pt;langue entre les dents;tongue between teeth;Zunge zwischen den Zähnen;lengua entre los dientes;lingua tra i denti;歯と歯の間の舌;língua entre os dentes;język między zębami;limba între dinți;ลิ้นอยู่ระหว่างฟัน;اللسان بين الأسنان;齿间舌;
pt;langues basses;low languages;niedrige Sprachen;idiomas bajos;lingue basse;低言語;línguas baixas;niskie języki;limbi de nivel scăzut;ลิ้นต่ำ;اللغات المنخفضة;低语言;
pt;langues entres les dents;tongues between teeth;Zungen zwischen den Zähnen;lenguas entre los dientes;lingue tra i denti;歯と歯の間の舌;línguas entre dentes;języki między zębami;limbi între dinți;ลิ้นอยู่ระหว่างฟัน;الألسنة بين الأسنان;夹舌;
pt;lateral ceph;lateral ceph;lateral ceph;cefalotórax lateral;cefalo laterale;側頭骨;cefe lateral;głowica boczna;cefa laterală;ซีฟาโลเมตริกด้านข้าง;السيف الجانبي;侧鱼鳍;
pt;lateraux cephs;lateral cephs;laterale cephs;cefalópodos laterales;cefali laterali;側頭類;cefalópodes laterais;cefale boczne;cefe laterale;ด้านข้างของศีรษะ;السيفات الجانبية;侧目;
pt;latérodéviation mandibulaire;mandibular lateroeviation;mandibuläre Laterodeviation;lateroeviación mandibular;lateroevazione mandibolare;下顎後屈;lateroeversão mandibular;laterewiacja żuchwy;lateroeviație mandibulară;การเบี่ยงเบนด้านข้างของขากรรไกรล่าง;انحراف الفك السفلي اللاحق;下颌侧凸;
pt;latérodéviation maxillaire;maxillary laterodeviation;Laterodeviation des Oberkiefers;laterodesviación maxilar;laterodeviazione mascellare;上顎後頭偏位;laterodeviação maxilar;odchylenie boczne szczęki;laterodeviație maxilară;การเบี่ยงเบนด้านข้างของขากรรไกรบน;الانحراف الجانبي الفكي العلوي;上颌后缩;
pt;légères;slight;leichte;ligero;leggero;軽い;ligeiro;niewielki;ușoară;แสง;طفيف;微微;
pt;lésion carieuse;carious lesion;kariöse Läsion;lesión cariosa;lesione cariosa;う蝕;lesão cariosa;zmiana próchnicowa;leziune carioasă;รอยโรคจากฟันผุ;الآفة النخرية;龋齿;
pt;lésions carieuses;carious lesions;kariöse Läsionen;lesiones cariosas;lesioni cariose;齲蝕病変;lesões cariosas;zmiany próchnicze;leziuni carioase;รอยโรคจากฟันผุ;الآفات النخرية;龋齿;
pt;ligature colorée;coloured ligature;farbige Ligatur;ligadura de color;legatura colorata;カラーリガチャー;ligadura colorida;kolorowa ligatura;ligatură colorată;เครื่องหมายการเชื่อมตัวอักษรที่มีสี;رباط ملون;彩色连线;
pt;ligatures colorées;coloured ligatures;farbige Ligaturen;ligaduras de colores;legature colorate;カラー合字;ligaduras coloridas;kolorowe ligatury;ligaturi colorate;เครื่องหมายการเชื่อมตัวอักษรที่มีสี;الأربطة الملونة;彩色连接词;
pt;ligatures élastiques;elastic ligatures;elastische Ligaturen;ligaduras elásticas;legature elastiche;エラスティック・リガチャー;ligaduras elásticas;ligatury elastyczne;ligaturi elastice;เอลาสติก ลิกาเจอร์;أربطة مرنة;弹性结扎;
pt;ligatures métalliques;metal ligatures;Metallbindungen;ligaduras metálicas;legature in metallo;メタルリガチャー;ligaduras metálicas;ligatury metalowe;ligaturi metalice;ตัวยึดโลหะ;أربطة معدنية;金属连接件;
pt;limage;filing;Feilen;archivo;archiviazione;ファイリング;arquivamento;zgłoszenie;depunere;การยื่น;الإيداع;锉磨;
pt;limages;limages;Limages;limages;limages;檻;limpezas;limages;limaje;รูปภาพ;الليموزين;限制;
pt;linguoversion;linguoversion;linguoversion;linguoversion;linguoversione;言語オーバージョン;linguoversão;linguoversion;linguoversiune;เวอร์ชันภาษา;اللغوية;语言转换;
pt;loose bracket;loose bracket;loose bracket;soporte suelto;staffa allentata;ルーズブラケット;suporte solto;Luźny wspornik;suport liber;วงเล็บหลวม;قوس مفكوك;松动支架;
pt;looses brackets;looses brackets;looses brackets;pierde soportes;perde le staffe;ブラケットを失う;perde os suportes;traci wsporniki;pierde suporturi;วงเล็บเหลี่ยมหลวม;يفقد الأقواس;失去括号;
pt;luxation atm;tmj dislocation;Atm-Luxation;dislocación atm;dislocazione atm;脱臼アトム;deslocação atm;dyslokacja atm;dislocare atm;การเคลื่อนของ ATM;خلع الصراف الآلي;脱位大气压;
pt;luxation discale;disc dislocation;Bandscheibenluxation;luxación de disco;dislocazione del disco;椎間板脱臼;deslocação do disco;zwichnięcie dysku;dislocarea discului;การเคลื่อนที่ของหมอนรองกระดูก;خلع القرص;椎间盘脱位;
pt;luxations atms;tmj dislocations;Atmos-Luxationen;dislocaciones atms;dislocazioni atms;顎関節脱臼;deslocações atms;dyslokacje atms;dislocări atms;การเคลื่อนหลุดของข้อต่อกระดูกไหล่;خلع الأتومس;atms错位;
pt;luxations discales;dislocated discs;Bandscheibenluxationen;Dislocaciones discales;dischi dislocati;椎間板脱臼;discos deslocados;zwichnięte dyski;discuri dislocate;การเคลื่อนของกระดูกสันหลัง;الأقراص المخلوعة;椎间盘脱位;
pt;mâcher;chew;kauen;masticar;masticare;噛む;mastigar;żuć;mesteca;เคี้ยว;مضغ;咀嚼;
pt;mâchère;jaw;Kiefer;mandíbula;mascella;顎;mandíbula;szczęka;falcă;เครื่องปรุงรส;الفك;颚骨;
pt;mâchères;jaws;Kiefer;mandíbulas;ganasce;顎;mandíbulas;szczęki;fălci;หมากฝรั่ง;الفكين;颌骨;
pt;mâchers;chewing;Kauen;masticar;masticare;咀嚼;mastigação;żucie;mestecare;เคี้ยว;المضغ;咀嚼;
pt;mâchoire du bas en avant;lower jaw forward;Unterkiefer nach vorne;mandíbula inferior hacia delante;mascella inferiore in avanti;下顎を前に出す;maxilar inferior para a frente;dolna szczęka do przodu;maxilarul inferior înainte;ขากรรไกรล่างยื่นไปข้างหน้า;الفك السفلي للأمام;下颌前移;
pt;machoire qui avance;jaw that protrudes;vorrückender Kiefer;mandíbula avanzada;mascella avanzante;前歯;avanço da mandíbula;postępująca szczęka;avansarea fălcii;ขากรรไกรยื่น;تقدم الفك المتقدم;推进式下颌;
pt;mâchoire qui claque;clicking jaw;klappernder Kiefer;golpe de mandíbula;mascella che sbatte;ガクガク;mandíbula batendo;trzaskająca szczęka;maxilar trântit;ขบกรามแน่น;صفع الفك;猛击下巴;
pt;machoire qui craque;jaw that cracks;knackender Kiefer;mandíbula quebradiza;mascella incrinata;クラッキングジョー;mandíbula fissurada;pękająca szczęka;fisurarea maxilarului;ขากรรไกรที่ดังกึก;تكسير الفك;爆牙;
pt;mâchoire trop grande;jaw too big;zu großer Kiefer;mandíbula demasiado grande;mascella troppo grande;顎が大きすぎる;maxilar demasiado grande;zbyt duża szczęka;maxilar prea mare;ขากรรไกรขนาดใหญ่;الفك كبير جداً;颚过大;
pt;mâchoire trop petite;jaw too small;zu kleiner Kiefer;mandíbula demasiado pequeña;mascella troppo piccola;顎が小さすぎる;maxilar demasiado pequeno;zbyt mała szczęka;maxilar prea mic;ขากรรไกรเล็กเกินไป;الفك صغير جداً;下巴太小;
pt;mâchoires trops grandes;jaws too large;zu große Kiefer;mandíbulas demasiado grandes;ganasce troppo grandi;顎が大きすぎる;maxilares demasiado grandes;zbyt duże szczęki;fălci prea mari;ขากรรไกรใหญ่เกินไป;الفكين كبير جداً;颚过大;
pt;mâchoires trops petites;jaws too small;zu kleine Kiefer;mandíbulas demasiado pequeñas;ganasce troppo piccole;顎が小さすぎる;maxilas demasiado pequenas;zbyt małe szczęki;fălci prea mici;ขากรรไกรเล็กเกินไป;الفكين صغير جداً;颚太小;
pt;maintenance;maintenance;Wartung;mantenimiento;manutenzione;メンテナンス;manutenção;konserwacja;întreținere;การบำรุงรักษา;الصيانة;维护;
pt;maintenances;maintenance;Wartungen;mantenimiento;manutenzione;メンテナンス;manutenção;konserwacja;întreținere;การบำรุงรักษา;الصيانة;维护;
pt;maintien;maintenance;Aufrechterhaltung;mantenimiento;manutenzione;メンテナンス;manutenção;konserwacja;întreținere;การบำรุงรักษา;الصيانة;维护;
pt;maintienne;maintain;Aufrechterhaltung;mantener;mantenere;維持する;manter;utrzymanie;menține;รักษา;الحفاظ على;保养;
pt;maintiennes;hold;maintiennes;mantenga;tenere;ホールド;manter;trzymać;exploatație;รักษา;انتظر;持有;
pt;maintiens;support;Unterhaltungen;soporte;supporto;サポート;apoio;wsparcie;sprijin;รักษาไว้;الدعم;支持;
pt;mal;badly;schlecht;mal;male;ひどく;mal;źle;rău;ป่วย;بشكل سيء;差劲;
pt;mal aux dents;toothache;Zahnschmerzen;dolor de muelas;mal di denti;歯痛;dor de dentes;ból zęba;durere de dinți;ปวดฟัน;ألم الأسنان;牙痛;
pt;mal placée;misplaced;falsch platziert;fuera de lugar;fuori luogo;筋違い;deslocado;niewłaściwie umieszczony;deplasat;วางผิดที่;في غير محله;错置;
pt;maladie articulaire dégénérative;degenerative joint disease;degenerative Gelenkerkrankung;enfermedad articular degenerativa;malattia articolare degenerativa;変性関節疾患;doença articular degenerativa;choroba zwyrodnieniowa stawów;boală degenerativă a articulațiilor;โรคข้อเสื่อม;مرض المفاصل التنكسي;关节退行性病变;
pt;maladie des gencives;gum disease;Zahnfleischerkrankung;enfermedad periodontal;malattie gengivali;歯周病;doença das gengivas;choroba dziąseł;boala gingiilor;โรคเหงือก;أمراض اللثة;牙龈病;
pt;maladies articulaires dégénératives;degenerative joint diseases;degenerative Gelenkerkrankungen;enfermedades articulares degenerativas;malattie degenerative delle articolazioni;変性関節疾患;doenças degenerativas das articulações;choroby zwyrodnieniowe stawów;boli degenerative ale articulațiilor;โรคข้อเสื่อม;أمراض المفاصل التنكسية;退化性关节疾病;
pt;maladies des gencives;gum disease;Zahnfleischerkrankungen;enfermedad periodontal;malattie gengivali;歯周病;doença das gengivas;choroba dziąseł;boala gingiilor;โรคเหงือก;أمراض اللثة;牙龈病;
pt;malformation;malformation;Missbildung;malformación;malformazione;奇形;malformação;wada rozwojowa;malformație;ความผิดปกติของโครงสร้าง;التشوه;畸形;
pt;malformationne;malformation;Missbildungne;malformación;malformazione;奇形;malformação;wada rozwojowa;malformație;ความผิดปกติของโครงสร้าง;التشوه;畸形;
pt;malformationnes;malformations;Missbildungen;malformaciones;malformazioni;奇形;malformações;wady rozwojowe;malformații;ความผิดปกติของรูปร่าง;التشوهات;畸形;
pt;malformations;malformations;Missbildungen;malformaciones;malformazioni;奇形;malformações;wady rozwojowe;malformații;ความผิดปกติของรูปร่าง;التشوهات;畸形;
pt;malocclusion classe 2;class ii malocclusion;Malokklusion Klasse 2;maloclusión clase 2;Malocclusione di classe 2;不正咬合クラス2;má oclusão classe 2;wada zgryzu klasy 2;malocluzie clasa 2;การสบฟันผิดปกติประเภทที่ 2;سوء الإطباق من الدرجة 2;错颌畸形 2 级;
pt;malocclusion classe 3;class iii malocclusion;Malokklusion Klasse 3;maloclusión de clase 3;malocclusione di classe 3;クラス3の不正咬合;má oclusão de classe 3;Wada zgryzu klasy 3;clasa 3 malocluzie;การสบฟันผิดปกติระดับที่ 3;سوء الإطباق من الفئة 3;第三类错牙合畸形;
pt;malocclusion de classe 2;class ii malocclusion;Malokklusion der Klasse 2;Maloclusión de clase 2;Malocclusione di classe 2;クラス2の不正咬合;Má oclusão de classe 2;Wada zgryzu klasy 2;Malocluzie clasa 2;การสบฟันผิดปกติประเภทที่ 2;سوء الإطباق من الفئة 2;错颌畸形 2 级;
pt;malocclusion de classe 3;class iii malocclusion;Malokklusion der Klasse 3;maloclusión de clase 3;malocclusione di classe 3;クラス3の不正咬合;má oclusão de classe 3;Wada zgryzu klasy 3;clasa 3 malocluzie;การสบฟันผิดปกติระดับที่ 3;سوء الإطباق من الفئة 3;第三类错牙合畸形;
pt;malocclusion dentaire;dental malocclusion;Zahnfehlstellung;maloclusión dental;malocclusione dentale;歯列不正;má oclusão dentária;wady zgryzu;malocluzie dentară;การสบฟันผิดปกติ;سوء إطباق الأسنان;牙齿错位;
pt;malocclusions dentaires;dental malocclusions;Zahnfehlstellungen;maloclusiones dentales;malocclusioni dentali;歯列不正;más oclusões dentárias;wady zgryzu;malocluzii dentare;การสบฟันผิดปกติ;تشوهات الأسنان;牙齿畸形;
pt;maloclusion;maloclusion;maloclusion;maloclusión;maloclusione;不正流出;maloclusão;malokluzja;malocluzie;การสบฟันผิดปกติ;مالوكليشن;淤血;
pt;maloclusionne;maloclusionne;maloclusionne;maloclusionne;maloclusionne;マロクリュージョンヌ;maloclusionne;malokluzja;maloclusionne;การสบฟันผิดปกติ;مالوكليوجين;疳积;
pt;maloclusionnes;maloclusionnes;maloclusiones;maloclusionnes;maloclusioni;マロクリュージョンネス;maloclusionnes;malokluzje;maloclusionnes;การสบฟันผิดปกติ;مالوكليوجيننس;疳积;
pt;maloclusions;maloclusions;maloclusions;maloclusiones;maloclusioni;不正出血;maloclusões;malokluzje;malocluzii;การสบฟันผิดปกติ;سوء الفهم;疳积;
pt;malposition dentaire;dental malposition;Zahnfehlstellung;malposición dental;malposizione dentale;歯列不正;mau posicionamento dentário;nieprawidłowe ułożenie zębów;malpoziție dentară;การสบฟันผิดปกติ;سوء وضع الأسنان;牙位不正;
pt;malposition rotationnelle;rotational malposition;Rotationsfehlstellung;malposición rotacional;malposizione rotazionale;回転位置異常;mau posicionamento rotacional;Nieprawidłowe położenie rotacyjne;malpoziție rotațională;การวางตัวผิดตำแหน่งแบบหมุน;سوء التموضع الدوراني;旋转错位;
pt;malpositionne;malpositionne;malpositionne;malpositionne;malposizioni;マルポジション;malposicionado;malpositionne;malpositionne;ไม่ตรงแนว;مالبوسني;位置不正;
pt;malpositionnes;malpositionnes;Fehlstellungen;malpositionnes;malposizioni;マルポジションネス;malposicionados;wady położenia;malpoziții;ตำแหน่งผิดปกติ;سوء التموضع;位置不正;
pt;malpositions;malpositions;Fehlstellungen;malposiciones;malposizioni;へた;malposições;złe położenie;malpoziții;ตำแหน่งผิดปกติ;الوضعيات الخاطئة;失当;
pt;malpositions rotationnelles;rotational malposition;Rotationsfehlstellungen;malposición rotacional;malposizione rotazionale;回転位置異常;mau posicionamento rotacional;Nieprawidłowe położenie rotacyjne;malpoziție rotațională;การวางตัวผิดตำแหน่งแบบหมุน;سوء التموضع الدوراني;旋转错位;
pt;mandibule avancée;advanced mandible;vorgeschobener Unterkiefer;mandíbula avanzada;mandibola avanzata;高度下顎骨;mandíbula avançada;zaawansowana żuchwa;mandibulă avansată;ขากรรไกรยื่น;الفك السفلي المتقدم;高级下颌;
pt;mandibule en arrière;mandible backwards;Unterkiefer nach hinten;mandíbula hacia atrás;mandibola all'indietro;下顎後方;mandíbula para trás;żuchwa cofnięta;mandibula în spate;ขากรรไกรล่าง;الفك السفلي إلى الوراء;后颚骨;
pt;mandibule en avant;mandible forward;Unterkiefer nach vorne;mandíbula hacia delante;mandibola in avanti;下顎前方;mandíbula para a frente;żuchwa do przodu;mandibula înainte;ขากรรไกรยื่น;الفك السفلي للأمام;下颚向前;
pt;mandibule en retrait;recessed mandible;zurückliegender Unterkiefer;mandíbula encastrada;mandibola incassata;下顎後退;mandíbula recuada;zagłębiona żuchwa;mandibulă adâncită;ขากรรไกรหดตัว;الفك السفلي الغائر;下颚凹陷;
pt;mandibule proéminente;prominent mandible;vorstehender Unterkiefer;mandíbula prominente;mandibola prominente;出っ歯;mandíbula proeminente;wydatna żuchwa;mandibulă proeminentă;ขากรรไกรยื่น;الفك السفلي البارز;颚;
pt;mandibule reculée;receded mandible;zurückliegender Unterkiefer;mandíbula retraída;mandibola ritirata;下顎後退;mandíbula recuada;cofnięta żuchwa;mandibulă retrasă;ขากรรไกรหดตัว;انحسار الفك السفلي;下颌后缩;
pt;mandibules avancées;advanced mandibles;vorgeschobene Unterkiefer;mandíbulas avanzadas;mandibole avanzate;高度な大あご;mandíbulas avançadas;zaawansowane żuchwy;mandibule avansate;ขากรรไกรที่ยื่นออกมา;الفك السفلي المتقدم;先进的下颚;
pt;mandibules ens arrières;mandibles ens arrières;hintere ens Mandibeln;mandibles ens arrières;mandibole anteriori;顎関節;mandíbulas e braços;szczęki i żuchwy;mandibule ens arrières;ขากรรไกรหลัง;الفك السفلي السفلي من الفك السفلي;下颚;
pt;mandibules ens avants;front mandibles;vorderer Unterkiefer ens;mandíbulas delanteras;mandibole anteriori;前大あご;mandíbulas anteriores;przednie żuchwy;mandibule frontale;ขากรรไกรล่าง;الفك السفلي الأمامي;前颚;
pt;mandibules ens retraits;mandibles ens retractions;mandibules ens retraits;mandíbulas ens retracciones;mandibole ens retrazioni;大あごの後退;mandíbulas e retracções;żuchwy z cofniętymi żuchwami;mandibule ens retracții;ขากรรไกรยุบตัว;تراجعات الفك السفلي ضمن السحب;下颚确保缩回;
pt;mandibules proéminentes;prominent mandibles;vorstehende Unterkiefer;mandíbulas prominentes;mandibole prominenti;大あご;mandíbulas proeminentes;wydatne żuchwy;mandibule proeminente;กรามที่เด่นชัด;الفك السفلي البارز;下颚突出;
pt;mandibules reculées;retracted mandibles;zurückgezogene Unterkiefer;mandíbulas retraídas;mandibole retratte;後退した大あご;mandíbulas retraídas;cofnięta żuchwa;mandibule retractate;ขากรรไกรหดตัว;الفك السفلي المتراجع;下颌后缩;
pt;manque de place;lack of space;Platzmangel;falta de espacio;mancanza di spazio;スペース不足;falta de espaço;brak miejsca;lipsa de spațiu;ขาดพื้นที่;ضيق المساحة;无空间;
pt;manque d'espace;lack of space;Platzmangel;falta de espacio;mancanza di spazio;スペース不足;falta de espaço;brak miejsca;lipsa de spațiu;ขาดพื้นที่;ضيق المساحة;无空间;
pt;manques des places;missing places;Platzmangel;lugares perdidos;luoghi mancanti;欠所;lugares perdidos;brakujące miejsca;locuri lipsă;การขาดแคลนสถานที่;الأماكن المفقودة;失踪地点;
pt;masque de delaire;mask of delaire;delaire's mask;máscara delaire;maschera di delaire;デレールの仮面;máscara de delaire;maska delaire;masca lui delaire;หน้ากาก Delaire;قناع ديلير;德尔莱尔面具;
pt;mastiquer;chew;kauen;masticar;masticare;噛む;mastigar;żuć;mesteca;เคี้ยว;مضغ;咀嚼;
pt;mastiquère;screen;Mastix;pantalla;schermo;スクリーン;ecrã;ekran;ecran;ผู้บดเคี้ยว;الشاشة;筛查;
pt;mastiquers;masticators;Spachteln;masticadores;masticatori;咀嚼機;mastigadores;mastykatory;masticatoare;ช่างปูนฉาบ;المضغ;咀嚼器;
pt;maturation;maturation;Reifung;maduración;maturazione;成熟;maturação;dojrzewanie;maturare;การเจริญเติบโตเต็มที่;النضج;成熟;
pt;maturationne;maturationne;Reifungne;maduraciónne;maturazione;マチュレ;maturaçãone;dojrzewanie;maturarene;การเจริญเติบโตเต็มที่;النضج;成熟度;
pt;maturationnes;maturationnes;Reifungsprozesse;maturationnes;maturazione;成熟度;maturação;dojrzewanie;maturarenes;การเจริญเติบโตเต็มที่;النضج;成熟度;
pt;maturations;maturations;Reifungen;maduraciones;maturazioni;成熟;maturações;dojrzewanie;maturizări;การเจริญเติบโตเต็มที่;النضج;成熟度;
pt;mauvais engrènement;poor meshing;schlechte Verzahnung;mallado deficiente;scarsa retinatura;かみ合わせの悪さ;malha deficiente;Słaba siatka;ochiuri slabe;การเชื่อมต่อที่ไม่ดี;ضعف التشابك;连接不畅;
pt;mauvais engrènements;poor gearing;schlechte Verzahnungen;engranaje deficiente;ingranaggi scadenti;ギアリングが悪い;engrenagem deficiente;słabe przełożenie;angrenaj slab;การเชื่อมต่อตาข่ายไม่ดี;تروس ضعيفة;传动不畅;
pt;mauvaise occlusion;bad bite;schlechte Okklusion;mala mordida;morso cattivo;悪い噛み合わせ;mordida má;złe ugryzienie;mușcătură proastă;การสบฟันผิดปกติ;عضة سيئة;咬伤;
pt;mauvaise position linguale;poor lingual position;linguale Fehlstellung;mala posición lingual;posizione linguale inadeguata;舌の位置が悪い;má posição lingual;słaba pozycja językowa;poziție linguală slabă;ตำแหน่งลิ้นไม่ถูกต้อง;ضعف الوضع اللساني;舌位不佳;
pt;mauvaises occlusions;bad occlusions;schlechte Okklusionen;malas oclusiones;occlusioni negative;悪い咬合;más oclusões;złe okluzje;ocluzii proaste;การสบฟันผิดปกติ;الانسدادات السيئة;严重闭塞;
pt;mauvaises positions linguales;incorrect lingual positions;linguale Fehlstellungen;posiciones linguales incorrectas;posizioni linguali non corrette;誤った舌位;posições linguais incorrectas;nieprawidłowe pozycje językowe;poziții linguale incorecte;ตำแหน่งลิ้นที่ไม่ถูกต้อง;المواضع اللسانية غير الصحيحة;舌位不正;
pt;maux;ailments;Beschwerden;dolencias;disturbi;病気;doenças;dolegliwości;afecțiuni;โรคภัยไข้เจ็บ;الأمراض;疾病;
pt;maux placées;aches placed;platzierte Übel;dolores colocados;dolori posizionati;配置された痛み;dores colocadas;bóle umieszczone;dureri plasate;วางไว้แล้วซึ่งความชั่วร้าย;الأوجاع الموضوعة;疼;
pt;maxillaire avancé;advanced maxilla;vorgeschobener Oberkiefer;maxilar superior avanzado;mascella avanzata;高度な上顎骨;maxila avançada;zaawansowana szczęka;maxilar avansat;ขากรรไกรยื่น;الفك العلوي المتقدم;高级上颌骨;
pt;maxillaire en arrière;maxilla backwards;Oberkiefer nach hinten;maxilar hacia atrás;mascella all'indietro;上顎後方;maxila para trás;szczęka do tyłu;maxilarul înapoi;ขากรรไกรหดตัว;الفك العلوي للخلف;后颌面;
pt;maxillaire en avant;maxilla forward;Oberkiefer nach vorne;maxilar anterior;mascella in avanti;上顎前方;maxila para a frente;szczęka do przodu;maxilarul înainte;ขากรรไกรยื่น;الفك العلوي للأمام;上颌骨前移;
pt;maxillaire en retrait;recessed maxilla;zurückliegender Oberkiefer;maxilar retraído;mascella incassata;凹型上顎骨;maxila recuada;zagłębiona szczęka;maxilar încastrat;ขากรรไกรหดตัว;الفك العلوي الغائر;凹陷的上颌骨;
pt;maxillaire proéminent;prominent maxilla;hervorstehender Oberkiefer;maxilar prominente;mascella prominente;隆起した上顎;maxila proeminente;wydatna szczęka;maxilar proeminent;กรามที่เด่นชัด;الفك العلوي البارز;颌;
pt;maxillaire reculé;receded maxilla;zurückgezogener Oberkiefer;maxilar retraído;mascella ritirata;後退した上顎;maxila recuada;cofnięta szczęka;maxilar retractat;ขากรรไกรหดตัว;انحسار الفك العلوي;上颌后缩;
pt;maxillaires avancés;advanced maxillae;fortgeschrittene Oberkiefer;maxilares avanzados;mascelle avanzate;高度な上顎骨;maxilares avançados;zaawansowane szczęki;maxilare avansate;ขากรรไกรที่ยื่นออกมา;الفك العلوي المتقدم;高级上颌骨;
pt;maxillaires ens arrières;maxillary ens posterior;Kieferknochen ens hinten;maxilar ens posterior;maxillare ens posteriore;顎関節後面;maxilar e posterior;szczękowy tylny;maxilar ens posterior;ขากรรไกรยุบตัว;الفك العلوي الخلفي الخلفي;上颌骨后方;
